Timestamp,Ticker,Action,Price,Volume
2026-01-01 09:31:31,GOOGL,Buy,174.87,2364
2026-01-01 09:31:32,GOOGL,Buy,174.86,4492
2026-01-01 09:31:33,TSLA,Buy,250.23,538
2026-01-01 09:31:34,GOOGL,Buy,174.76,1534
2026-01-01 09:31:35,TSLA,Sell,250.08,4252
2026-01-01 09:31:36,TSLA,Buy,249.89,45734
2026-01-01 09:31:37,MSFT,Buy,419.97,4436
2026-01-01 09:31:38,TSLA,Buy,250.28,3246
2026-01-01 09:31:39,GOOGL,Sell,174.91,4846
2026-01-01 09:31:40,GOOGL,Sell,174.76,3025
2026-01-01 09:31:41,GOOGL,Sell,174.69,3611
2026-01-01 09:31:42,AAPL,Sell,188.38,2883
2026-01-01 09:31:43,TSLA,Sell,250.1,4202
2026-01-01 09:31:44,AAPL,Sell,188.12,1160
2026-01-01 09:31:45,MSFT,Buy,420.01,1757
2026-01-01 09:31:46,GOOGL,Buy,174.76,3782
2026-01-01 09:31:47,AAPL,Buy,188.05,3469
2026-01-01 09:31:48,MSFT,Sell,420.23,3955
2026-01-01 09:31:49,TSLA,Sell,250.04,3651
2026-01-01 09:31:50,GOOGL,Sell,174.73,284
2026-01-01 09:31:51,MSFT,Buy,420.36,1897
2026-01-01 09:31:52,GOOGL,Buy,174.8,2583
2026-01-01 09:31:53,GOOGL,Sell,174.77,4648
2026-01-01 09:31:54,TSLA,Buy,249.98,375
2026-01-01 09:31:55,MSFT,Buy,420.63,768
2026-01-01 09:31:56,AAPL,Sell,188.11,4567
2026-01-01 09:31:57,GOOGL,Buy,174.67,1448
2026-01-01 09:31:58,TSLA,Sell,250.18,2494
2026-01-01 09:31:59,MSFT,Sell,420.41,1146
2026-01-01 09:32:00,AAPL,Buy,188.02,3878
2026-01-01 09:32:01,TSLA,Sell,250.21,26046
2026-01-01 09:32:02,MSFT,Sell,420.38,3186
2026-01-01 09:32:03,MSFT,Buy,420.13,4382
2026-01-01 09:32:04,TSLA,Buy,249.98,3926
2026-01-01 09:32:05,MSFT,Buy,419.95,654
2026-01-01 09:32:06,GOOGL,Sell,174.78,2167
2026-01-01 09:32:07,MSFT,Buy,419.81,964
2026-01-01 09:32:08,AAPL,Sell,187.95,3768
2026-01-01 09:32:09,GOOGL,Sell,175.09,2559
2026-01-01 09:32:10,TSLA,Buy,249.86,4946
2026-01-01 09:32:11,AAPL,Buy,188.02,1975
2026-01-01 09:32:12,AAPL,Buy,187.85,4448
2026-01-01 09:32:13,GOOGL,Buy,175.27,194
2026-01-01 09:32:14,TSLA,Buy,250.09,3292
2026-01-01 09:32:15,TSLA,Buy,249.81,273
2026-01-01 09:32:16,AAPL,Sell,187.97,1504
2026-01-01 09:32:17,GOOGL,Sell,175.26,4323
2026-01-01 09:32:18,TSLA,Sell,249.88,4201
2026-01-01 09:32:19,TSLA,Buy,249.85,4005
2026-01-01 09:32:20,TSLA,Sell,249.74,4412
2026-01-01 09:32:21,TSLA,Buy,249.74,31716
2026-01-01 09:32:22,MSFT,Buy,419.95,31014
2026-01-01 09:32:23,TSLA,Sell,249.6,3449
2026-01-01 09:32:24,MSFT,Sell,420.1,3497
2026-01-01 09:32:25,GOOGL,Buy,175.46,3349
2026-01-01 09:32:26,TSLA,Buy,249.52,2467
2026-01-01 09:32:27,TSLA,Buy,249.72,1555
2026-01-01 09:32:28,GOOGL,Sell,175.54,2708
2026-01-01 09:32:29,GOOGL,Sell,175.69,3143
2026-01-01 09:32:30,TSLA,Sell,249.81,2893
2026-01-01 09:32:31,MSFT,Sell,420.2,3935
2026-01-01 09:32:32,GOOGL,Buy,175.75,2839
2026-01-01 09:32:33,TSLA,Sell,249.72,2607
2026-01-01 09:32:34,AAPL,Sell,188.21,3062
2026-01-01 09:32:35,MSFT,Sell,420.04,2438
2026-01-01 09:32:36,MSFT,Sell,419.92,2972
2026-01-01 09:32:37,TSLA,Buy,249.78,230
2026-01-01 09:32:38,MSFT,Buy,419.86,4970
2026-01-01 09:32:39,GOOGL,Sell,175.69,2178
2026-01-01 09:32:40,AAPL,Buy,188.47,423
2026-01-01 09:32:41,TSLA,Sell,249.78,1530
2026-01-01 09:32:42,MSFT,Sell,419.73,2288
2026-01-01 09:32:43,MSFT,Buy,419.97,45362
2026-01-01 09:32:44,AAPL,Buy,188.38,2472
2026-01-01 09:32:45,GOOGL,Buy,175.48,2542
2026-01-01 09:32:46,AAPL,Sell,188.54,4954
2026-01-01 09:32:47,TSLA,Buy,249.95,868
2026-01-01 09:32:48,MSFT,Buy,420.13,4802
2026-01-01 09:32:49,GOOGL,Buy,175.58,1881
2026-01-01 09:32:50,TSLA,Sell,249.57,4363
2026-01-01 09:32:51,GOOGL,Buy,175.7,3758
2026-01-01 09:32:52,TSLA,Buy,249.33,1080
2026-01-01 09:32:53,TSLA,Sell,249.42,1484
2026-01-01 09:32:54,GOOGL,Buy,175.37,3507
2026-01-01 09:32:55,MSFT,Sell,419.84,859
2026-01-01 09:32:56,TSLA,Buy,249.11,2980
2026-01-01 09:32:57,AAPL,Buy,188.58,4198
2026-01-01 09:32:58,GOOGL,Buy,175.44,4051
2026-01-01 09:32:59,AAPL,Buy,188.72,2299
2026-01-01 09:33:00,MSFT,Buy,419.61,1237
2026-01-01 09:33:01,GOOGL,Buy,175.65,791
2026-01-01 09:33:02,GOOGL,Buy,175.78,4843
2026-01-01 09:33:03,GOOGL,Buy,175.67,2542
2026-01-01 09:33:04,MSFT,Buy,419.81,245
2026-01-01 09:33:05,AAPL,Buy,188.73,1680
2026-01-01 09:33:06,MSFT,Buy,419.66,4781
2026-01-01 09:33:07,TSLA,Sell,249.32,3258
2026-01-01 09:33:08,GOOGL,Buy,175.72,116
2026-01-01 09:33:09,AAPL,Buy,188.47,2285
2026-01-01 09:33:10,TSLA,Sell,249.4,3526
2026-01-01 09:33:11,GOOGL,Sell,175.66,1827
2026-01-01 09:33:12,GOOGL,Sell,175.47,1912
2026-01-01 09:33:13,AAPL,Sell,188.32,766
2026-01-01 09:33:14,MSFT,Sell,419.66,774
2026-01-01 09:33:15,TSLA,Buy,249.08,4788
2026-01-01 09:33:16,GOOGL,Sell,175.81,3994
2026-01-01 09:33:17,GOOGL,Sell,176.02,957
2026-01-01 09:33:18,MSFT,Sell,419.79,701
2026-01-01 09:33:19,TSLA,Buy,249.2,1289
2026-01-01 09:33:20,TSLA,Sell,249.11,18034
2026-01-01 09:33:21,TSLA,Buy,249.0,1900
2026-01-01 09:33:22,TSLA,Buy,248.96,4849
2026-01-01 09:33:23,MSFT,Sell,419.73,307
2026-01-01 09:33:24,TSLA,Sell,249.07,2969
2026-01-01 09:33:25,GOOGL,Sell,175.97,3806
2026-01-01 09:33:26,MSFT,Buy,419.81,4270
2026-01-01 09:33:27,AAPL,Buy,188.31,4358
2026-01-01 09:33:28,MSFT,Sell,419.94,3657
2026-01-01 09:33:29,MSFT,Buy,419.8,1295
2026-01-01 09:33:30,TSLA,Buy,249.15,2574
2026-01-01 09:33:31,MSFT,Buy,419.63,1188
2026-01-01 09:33:32,MSFT,Sell,419.61,4268
2026-01-01 09:33:33,AAPL,Buy,188.53,754
2026-01-01 09:33:34,MSFT,Sell,419.57,4904
2026-01-01 09:33:35,MSFT,Buy,419.67,4259
2026-01-01 09:33:36,GOOGL,Sell,175.87,4059
2026-01-01 09:33:37,GOOGL,Sell,175.85,4903
2026-01-01 09:33:38,GOOGL,Buy,175.82,2994
2026-01-01 09:33:39,TSLA,Sell,249.11,3321
2026-01-01 09:33:40,GOOGL,Sell,175.58,3823
2026-01-01 09:33:41,TSLA,Buy,249.27,3167
2026-01-01 09:33:42,TSLA,Buy,249.48,2869
2026-01-01 09:33:43,MSFT,Buy,419.86,2932
2026-01-01 09:33:44,MSFT,Sell,419.62,4176
2026-01-01 09:33:45,AAPL,Sell,188.39,1398
2026-01-01 09:33:46,TSLA,Buy,249.49,1742
2026-01-01 09:33:47,AAPL,Buy,188.37,873
2026-01-01 09:33:48,AAPL,Buy,188.42,565
2026-01-01 09:33:49,AAPL,Buy,188.41,877
2026-01-01 09:33:50,MSFT,Sell,419.6,2795
2026-01-01 09:33:51,GOOGL,Buy,175.64,3702
2026-01-01 09:33:52,MSFT,Sell,419.87,1627
2026-01-01 09:33:53,GOOGL,Sell,175.68,3254
2026-01-01 09:33:54,TSLA,Buy,249.26,3214
2026-01-01 09:33:55,MSFT,Sell,420.15,3818
2026-01-01 09:33:56,AAPL,Buy,188.5,676
2026-01-01 09:33:57,TSLA,Buy,249.37,3110
2026-01-01 09:33:58,TSLA,Sell,249.27,2080
2026-01-01 09:33:59,AAPL,Sell,188.5,4704
2026-01-01 09:34:00,GOOGL,Sell,176.07,1184
2026-01-01 09:34:01,GOOGL,Buy,176.07,3351
2026-01-01 09:34:02,TSLA,Buy,249.35,4438
2026-01-01 09:34:03,TSLA,Buy,249.62,4686
2026-01-01 09:34:04,AAPL,Buy,188.24,3604
2026-01-01 09:34:05,MSFT,Sell,420.23,4591
2026-01-01 09:34:06,AAPL,Sell,188.26,1055
2026-01-01 09:34:07,GOOGL,Sell,175.92,43124
2026-01-01 09:34:08,AAPL,Buy,188.39,3680
2026-01-01 09:34:09,AAPL,Buy,188.34,3901
2026-01-01 09:34:10,GOOGL,Buy,175.87,4164
2026-01-01 09:34:11,TSLA,Sell,249.7,1811
2026-01-01 09:34:12,MSFT,Buy,420.4,605
2026-01-01 09:34:13,MSFT,Buy,420.22,448
2026-01-01 09:34:14,TSLA,Sell,249.68,3028
2026-01-01 09:34:15,GOOGL,Sell,175.75,2418
2026-01-01 09:34:16,MSFT,Buy,420.02,4145
2026-01-01 09:34:17,AAPL,Sell,188.29,3037
2026-01-01 09:34:18,GOOGL,Buy,175.71,156
2026-01-01 09:34:19,MSFT,Buy,420.14,474
2026-01-01 09:34:20,GOOGL,Sell,175.73,3453
2026-01-01 09:34:21,GOOGL,Sell,175.61,2814
2026-01-01 09:34:22,MSFT,Buy,420.01,2385
2026-01-01 09:34:23,GOOGL,Buy,175.57,287
2026-01-01 09:34:24,AAPL,Sell,188.13,4709
2026-01-01 09:34:25,AAPL,Sell,187.99,537
2026-01-01 09:34:26,GOOGL,Sell,175.38,2796
2026-01-01 09:34:27,TSLA,Sell,249.79,3572
2026-01-01 09:34:28,AAPL,Buy,187.83,145
2026-01-01 09:34:29,GOOGL,Buy,175.47,1504
2026-01-01 09:34:30,MSFT,Sell,419.94,4730
2026-01-01 09:34:31,TSLA,Sell,249.75,704
2026-01-01 09:34:32,GOOGL,Buy,175.43,2473
2026-01-01 09:34:33,TSLA,Sell,249.62,35553
2026-01-01 09:34:34,AAPL,Sell,187.83,1402
2026-01-01 09:34:35,GOOGL,Sell,175.4,3523
2026-01-01 09:34:36,AAPL,Sell,187.96,2802
2026-01-01 09:34:37,AAPL,Buy,188.03,4347
2026-01-01 09:34:38,MSFT,Sell,419.74,3598
2026-01-01 09:34:39,AAPL,Sell,187.94,3795
2026-01-01 09:34:40,TSLA,Buy,249.55,3090
2026-01-01 09:34:41,TSLA,Buy,249.54,24855
2026-01-01 09:34:42,TSLA,Sell,249.47,3993
2026-01-01 09:34:43,AAPL,Sell,187.85,4597
2026-01-01 09:34:44,GOOGL,Sell,175.29,3393
2026-01-01 09:34:45,AAPL,Sell,187.67,856
2026-01-01 09:34:46,AAPL,Buy,187.66,1409
2026-01-01 09:34:47,GOOGL,Buy,175.04,3789
2026-01-01 09:34:48,TSLA,Buy,249.38,41273
2026-01-01 09:34:49,GOOGL,Buy,175.16,2167
2026-01-01 09:34:50,MSFT,Sell,419.52,865
2026-01-01 09:34:51,TSLA,Sell,249.29,4662
2026-01-01 09:34:52,GOOGL,Sell,174.93,4839
2026-01-01 09:34:53,TSLA,Sell,249.24,2183
2026-01-01 09:34:54,AAPL,Sell,187.78,3753
2026-01-01 09:34:55,TSLA,Buy,249.52,2614
2026-01-01 09:34:56,MSFT,Sell,419.5,208
2026-01-01 09:34:57,MSFT,Buy,419.54,2959
2026-01-01 09:34:58,AAPL,Buy,187.88,4621
2026-01-01 09:34:59,TSLA,Buy,249.56,4461
2026-01-01 09:35:00,AAPL,Sell,187.76,33032
2026-01-01 09:35:01,TSLA,Sell,249.7,4205
2026-01-01 09:35:02,AAPL,Buy,187.95,214
2026-01-01 09:35:03,TSLA,Sell,249.74,1782
2026-01-01 09:35:04,GOOGL,Sell,175.01,2675
2026-01-01 09:35:05,MSFT,Sell,419.37,4785
2026-01-01 09:35:06,TSLA,Buy,249.82,3060
2026-01-01 09:35:07,TSLA,Sell,249.66,3849
2026-01-01 09:35:08,TSLA,Sell,249.93,527
2026-01-01 09:35:09,MSFT,Sell,419.18,3416
2026-01-01 09:35:10,MSFT,Sell,419.24,3858
2026-01-01 09:35:11,TSLA,Buy,249.95,178
2026-01-01 09:35:12,MSFT,Sell,419.09,1789
2026-01-01 09:35:13,TSLA,Buy,249.91,1210
2026-01-01 09:35:14,MSFT,Sell,418.97,3610
2026-01-01 09:35:15,AAPL,Buy,187.52,3840
2026-01-01 09:35:16,MSFT,Buy,419.0,119
2026-01-01 09:35:17,AAPL,Sell,187.52,2547
2026-01-01 09:35:18,TSLA,Sell,249.81,3434
2026-01-01 09:35:19,TSLA,Buy,249.73,1538
2026-01-01 09:35:20,GOOGL,Sell,175.32,694
2026-01-01 09:35:21,MSFT,Sell,418.73,2761
2026-01-01 09:35:22,TSLA,Buy,249.49,751
2026-01-01 09:35:23,GOOGL,Buy,175.36,21170
2026-01-01 09:35:24,TSLA,Sell,249.38,3544
2026-01-01 09:35:25,AAPL,Sell,187.6,3756
2026-01-01 09:35:26,AAPL,Buy,187.67,4271
2026-01-01 09:35:27,MSFT,Buy,418.53,4296
2026-01-01 09:35:28,TSLA,Sell,249.3,3573
2026-01-01 09:35:29,TSLA,Buy,249.2,3799
2026-01-01 09:35:30,MSFT,Buy,418.52,2138
2026-01-01 09:35:31,TSLA,Sell,249.24,3605
2026-01-01 09:35:32,TSLA,Sell,249.26,3207
2026-01-01 09:35:33,TSLA,Sell,249.09,4225
2026-01-01 09:35:34,MSFT,Sell,418.49,3791
2026-01-01 09:35:35,TSLA,Buy,249.18,255
2026-01-01 09:35:36,TSLA,Buy,249.04,2786
2026-01-01 09:35:37,MSFT,Buy,418.74,4806
2026-01-01 09:35:38,GOOGL,Buy,175.21,2856
2026-01-01 09:35:39,GOOGL,Sell,175.27,4434
2026-01-01 09:35:40,MSFT,Sell,418.71,2930
2026-01-01 09:35:41,TSLA,Buy,249.12,4389
2026-01-01 09:35:42,TSLA,Sell,249.17,1414
2026-01-01 09:35:43,AAPL,Buy,188.02,2917
2026-01-01 09:35:44,GOOGL,Sell,175.32,1373
2026-01-01 09:35:45,GOOGL,Buy,175.08,148
2026-01-01 09:35:46,MSFT,Buy,418.53,913
2026-01-01 09:35:47,GOOGL,Buy,175.1,759
2026-01-01 09:35:48,AAPL,Sell,188.03,4479
2026-01-01 09:35:49,MSFT,Sell,418.53,4796
2026-01-01 09:35:50,AAPL,Buy,188.1,1878
2026-01-01 09:35:51,TSLA,Sell,249.08,126
2026-01-01 09:35:52,GOOGL,Buy,175.05,2451
2026-01-01 09:35:53,MSFT,Sell,418.53,3099
2026-01-01 09:35:54,AAPL,Sell,187.96,4246
2026-01-01 09:35:55,MSFT,Buy,418.51,17056
2026-01-01 09:35:56,MSFT,Buy,418.6,4983
2026-01-01 09:35:57,MSFT,Sell,418.55,3262
2026-01-01 09:35:58,AAPL,Buy,187.7,21467
2026-01-01 09:35:59,MSFT,Buy,418.52,2307
2026-01-01 09:36:00,GOOGL,Sell,174.88,3136
2026-01-01 09:36:01,MSFT,Sell,418.6,3351
2026-01-01 09:36:02,AAPL,Sell,187.6,1932
2026-01-01 09:36:03,AAPL,Sell,187.74,1383
2026-01-01 09:36:04,GOOGL,Sell,175.21,3679
2026-01-01 09:36:05,AAPL,Buy,187.78,2965
2026-01-01 09:36:06,MSFT,Buy,418.52,3118
2026-01-01 09:36:07,GOOGL,Sell,175.09,4405
2026-01-01 09:36:08,GOOGL,Buy,175.1,32631
2026-01-01 09:36:09,MSFT,Buy,418.4,2650
2026-01-01 09:36:10,AAPL,Sell,188.1,592
2026-01-01 09:36:11,AAPL,Buy,188.19,174
2026-01-01 09:36:12,AAPL,Sell,188.26,1714
2026-01-01 09:36:13,AAPL,Sell,188.06,2017
2026-01-01 09:36:14,GOOGL,Buy,174.97,4036
2026-01-01 09:36:15,AAPL,Sell,188.4,4391
2026-01-01 09:36:16,AAPL,Sell,188.53,1697
2026-01-01 09:36:17,MSFT,Buy,418.6,2433
2026-01-01 09:36:18,GOOGL,Sell,175.1,3092
2026-01-01 09:36:19,GOOGL,Sell,175.11,765
2026-01-01 09:36:20,MSFT,Sell,418.48,197
2026-01-01 09:36:21,TSLA,Buy,248.88,259
2026-01-01 09:36:22,MSFT,Buy,418.34,1086
2026-01-01 09:36:23,GOOGL,Buy,174.98,792
2026-01-01 09:36:24,TSLA,Sell,249.12,3078
2026-01-01 09:36:25,GOOGL,Buy,174.81,2354
2026-01-01 09:36:26,MSFT,Buy,418.45,3042
2026-01-01 09:36:27,TSLA,Buy,249.1,2408
2026-01-01 09:36:28,GOOGL,Sell,174.68,275
2026-01-01 09:36:29,AAPL,Sell,188.29,10926
2026-01-01 09:36:30,TSLA,Sell,249.16,1817
2026-01-01 09:36:31,MSFT,Buy,418.59,4021
2026-01-01 09:36:32,MSFT,Buy,418.75,2006
2026-01-01 09:36:33,TSLA,Buy,248.94,1683
2026-01-01 09:36:34,AAPL,Buy,188.47,1293
2026-01-01 09:36:35,MSFT,Buy,419.01,2639
2026-01-01 09:36:36,GOOGL,Sell,174.82,702
2026-01-01 09:36:37,GOOGL,Buy,174.96,1954
2026-01-01 09:36:38,TSLA,Buy,248.84,217
2026-01-01 09:36:39,GOOGL,Sell,175.17,193
2026-01-01 09:36:40,MSFT,Buy,419.24,3583
2026-01-01 09:36:41,GOOGL,Buy,175.12,813
2026-01-01 09:36:42,TSLA,Buy,248.95,720
2026-01-01 09:36:43,GOOGL,Sell,175.14,1294
2026-01-01 09:36:44,TSLA,Sell,249.08,3224
2026-01-01 09:36:45,TSLA,Sell,249.45,2997
2026-01-01 09:36:46,TSLA,Buy,249.41,4065
2026-01-01 09:36:47,AAPL,Sell,188.36,1323
2026-01-01 09:36:48,AAPL,Sell,188.43,1813
2026-01-01 09:36:49,TSLA,Buy,249.33,1772
2026-01-01 09:36:50,AAPL,Buy,188.27,1173
2026-01-01 09:36:51,MSFT,Sell,419.16,4340
2026-01-01 09:36:52,TSLA,Sell,249.53,704
2026-01-01 09:36:53,GOOGL,Sell,175.09,3247
2026-01-01 09:36:54,GOOGL,Sell,175.22,15108
2026-01-01 09:36:55,AAPL,Sell,188.29,2268
2026-01-01 09:36:56,AAPL,Sell,188.3,986
2026-01-01 09:36:57,TSLA,Buy,249.47,2858
2026-01-01 09:36:58,MSFT,Buy,419.52,3960
2026-01-01 09:36:59,AAPL,Buy,188.62,414
2026-01-01 09:37:00,AAPL,Sell,188.58,32530
2026-01-01 09:37:01,AAPL,Buy,188.54,3819
2026-01-01 09:37:02,AAPL,Sell,188.9,1426
2026-01-01 09:37:03,TSLA,Buy,249.6,732
2026-01-01 09:37:04,AAPL,Sell,188.81,671
2026-01-01 09:37:05,MSFT,Buy,419.32,438
2026-01-01 09:37:06,MSFT,Sell,419.16,1412
2026-01-01 09:37:07,AAPL,Buy,188.8,494
2026-01-01 09:37:08,TSLA,Sell,249.54,573
2026-01-01 09:37:09,AAPL,Sell,188.73,2086
2026-01-01 09:37:10,AAPL,Buy,188.79,3118
2026-01-01 09:37:11,TSLA,Buy,249.55,1359
2026-01-01 09:37:12,TSLA,Sell,249.68,4332
2026-01-01 09:37:13,MSFT,Sell,419.15,830
2026-01-01 09:37:14,MSFT,Sell,419.06,2015
2026-01-01 09:37:15,MSFT,Buy,419.22,2590
2026-01-01 09:37:16,TSLA,Sell,249.66,625
2026-01-01 09:37:17,TSLA,Buy,249.83,1643
2026-01-01 09:37:18,AAPL,Sell,188.45,1429
2026-01-01 09:37:19,TSLA,Sell,249.7,2578
2026-01-01 09:37:20,TSLA,Sell,249.61,1446
2026-01-01 09:37:21,MSFT,Sell,419.59,4509
2026-01-01 09:37:22,AAPL,Sell,188.42,3484
2026-01-01 09:37:23,TSLA,Buy,249.56,1212
2026-01-01 09:37:24,TSLA,Sell,249.4,1989
2026-01-01 09:37:25,AAPL,Sell,188.15,4512
2026-01-01 09:37:26,TSLA,Sell,249.35,34181
2026-01-01 09:37:27,TSLA,Sell,249.22,4077
2026-01-01 09:37:28,MSFT,Sell,419.57,676
2026-01-01 09:37:29,AAPL,Sell,188.32,3125
2026-01-01 09:37:30,MSFT,Buy,419.66,3058
2026-01-01 09:37:31,MSFT,Sell,419.83,1749
2026-01-01 09:37:32,GOOGL,Sell,175.23,2657
2026-01-01 09:37:33,GOOGL,Buy,174.96,3485
2026-01-01 09:37:34,GOOGL,Buy,174.97,872
2026-01-01 09:37:35,GOOGL,Buy,174.89,1108
2026-01-01 09:37:36,AAPL,Buy,188.21,3685
2026-01-01 09:37:37,TSLA,Sell,249.29,636
2026-01-01 09:37:38,MSFT,Buy,419.87,3060
2026-01-01 09:37:39,AAPL,Sell,188.01,2968
2026-01-01 09:37:40,GOOGL,Sell,174.66,2754
2026-01-01 09:37:41,MSFT,Sell,419.86,2355
2026-01-01 09:37:42,TSLA,Sell,249.27,4379
2026-01-01 09:37:43,AAPL,Buy,188.1,120
2026-01-01 09:37:44,TSLA,Buy,249.15,4034
2026-01-01 09:37:45,GOOGL,Sell,174.8,19990
2026-01-01 09:37:46,MSFT,Buy,420.0,720
2026-01-01 09:37:47,MSFT,Buy,419.96,1773
2026-01-01 09:37:48,GOOGL,Buy,174.7,45287
2026-01-01 09:37:49,GOOGL,Buy,175.03,2142
2026-01-01 09:37:50,MSFT,Buy,419.94,3990
2026-01-01 09:37:51,MSFT,Sell,419.88,278
2026-01-01 09:37:52,MSFT,Sell,419.99,1373
2026-01-01 09:37:53,AAPL,Sell,188.12,3677
2026-01-01 09:37:54,MSFT,Sell,420.08,2323
2026-01-01 09:37:55,AAPL,Buy,188.09,3449
2026-01-01 09:37:56,GOOGL,Buy,175.12,439
2026-01-01 09:37:57,MSFT,Buy,420.37,4118
2026-01-01 09:37:58,TSLA,Sell,249.09,4812
2026-01-01 09:37:59,AAPL,Sell,188.26,2331
